FACILITY_ID,EXISTING_FACILITY,RECOMMEND_FACILITY,ACTION,PHASE,YEAR_BUILT,PROPOSED,ROUTE_NAME,SURFACE,MILEAGE,FACILITY_WIDTH,MAINTENANCE,FULLNAME,FROMNAME,TONAME,VOLCLASS,TRAVLANES,LANEWIDTH,SPEEDLIMIT,ONEWAY,HUNDBLKNAME,COMMENTS
,,BBlvd,C,2,,,,,,,,S NIAGARA ST,S NEWPORT WAY/E DAKOTA AVE,E VIRGINIA AVE,LOCAL,2,10,25,0,  400 BLK OF S NIAGARA ST,
,SRd,,,,,,,,,,,S KEARNEY ST,E TENNESSEE AVE,E MISSISSIPPI AVE,LOCAL,2,10,25,0, 1000 BLK OF S KEARNEY ST,
,SRd,,,,,,,,,,,N EUDORA WAY,N ELM ST,E 39TH AVE,LOCAL,2,10,25,0, 3800 BLK OF N EUDORA WAY,
,SRd,PPBL,ASM,2,,,,,,,,N DAHLIA ST,E 23RD AVE,E 25TH AVE,LOCAL,2,8,25,0, 2300 BLK OF N DAHLIA ST,
,SRd,BL,LD,3,,,,,,,,E 40TH AVE,N AIRPORT WAY/COLI,RAMP/COLI,ARTERIAL,4,10,25,0,16900 BLK OF E 40TH AVE,
,SRd,PPBL,ASM,3,,,,,,,,E DARTMOUTH AVE,S ADAMS ST/S ADAMS WAY,S COOK ST,COLLECTOR,2,10,25,0, 3300 BLK OF E DARTMOUTH AVE,
,SRd,S,S,1,,,,,,,,S BIRCH ST,E EVANS AVE,E WARREN AVE,LOCAL,2,10,25,0, 2100 BLK OF S BIRCH ST,
,,BBlvd,C,3,,,,,,,,E JEWELL AVE,S PENNSYLVANIA ST,S PEARL ST,LOCAL,2,10,25,0,  500 BLK OF E JEWELL AVE,
,,BBlvd,C,2,,,,,,,,N VALENTIA ST,E 19TH AVE,E MONTVIEW BLVD,LOCAL,2,10,25,0, 1900 BLK OF N VALENTIA ST,
,,,RP2,3,,,,,,,,S OSCEOLA WAY,S NEWTON ST,S MEADE ST,LOCAL,2,10,25,0, ,
,SRd,PPBL,ASM,2,,,,,,,,N DAHLIA ST,E 30TH AVE,E MARTIN LUTHER KING BLVD,LOCAL,2,8,25,0, 3000 BLK OF N DAHLIA ST,
,SRd,,,,,,,,,,,E 35TH AVE,N ASH ST,N BELLAIRE ST,COLLECTOR,2,10,30,0, 4200 BLK OF E 35TH AVE,
,SRd,,,,,,,,,,,S LAMAR ST,S KENDALL WAY,S KNOXVILLE WAY/W AMHERST AVE,COLLECTOR,2,11,25,0, 2800 BLK OF S LAMAR ST,
,SRd,,,,,,,,,,,E 29TH AVE,N ONEIDA ST,N OLIVE ST,LOCAL,2,12,25,0, 6900 BLK OF E 29TH AVE,
,SRd,,,,,,,,,,,N KEARNEY ST,E 33RD AVE,E 35TH AVE,LOCAL,2,10,25,0, 3300 BLK OF N KEARNEY ST,
,SRd,,,,,,,,,,,E EXPOSITION AVE,S JERSEY ST,S JASMINE WAY/S JASMINE ST,LOCAL,2,10,25,0, 5900 BLK OF E EXPOSITION AVE,
,SRd,,,,,,,,,,,W 10TH AVE,N STUART ST,N TENNYSON ST,COLLECTOR,2,10,35,0, 4300 BLK OF W 10TH AVE,
,SRd,,,,,,,,,,,E 29TH AVE,N BELLAIRE ST,N BIRCH ST,LOCAL,2,11,25,0, 4300 BLK OF E 29TH AVE,
,,BL,RP2,3,,,,,,,,E 51ST AVE,N SHERMAN ST,N GRANT ST,COLLECTOR,2,10,25,0,  200 BLK OF E 51ST AVE,
,SRd,,,,,,,,,,,E 29TH AVE,N LEYDEN ST,N LOCUST ST,LOCAL,2,12,25,0, 6300 BLK OF E 29TH AVE,
,,BBlvd,C,1,,,,,,,,S JASMINE WAY,S IVY WAY,E FLORIDA AVE/S JASMINE ST,LOCAL,2,10,25,0, ,
,,BL,RP1,2,,,,,,,,E BAYAUD AVE,S PEARL ST,S WASHINGTON ST,LOCAL,2,10,25,0,  600 BLK OF E BAYAUD AVE,
,SRd,BL,RP1,2,,,,,,,,E FLORIDA AVE,S SYRACUSE ST,S QUEBEC WAY,LOCAL,2,10,25,0, 7700 BLK OF E FLORIDA AVE,
,SRd,,,,,,,,,,,S QUEBEC ST,E EXPOSITION AVE,E KENTUCKY AVE,ARTERIAL,2,12,35,0,  700 BLK OF S QUEBEC ST,
,,BL,ASM,2,,,,,,,,E ANDREWS DR,N WORCHESTER ST,N XANADU ST,COLLECTOR,2,0,25,2,13600 BLK OF E ANDREWS DR,
,SRd,,,,,,,,,,,N SAINT PAUL ST,E 14TH AVE,E COLFAX AVE,LOCAL,2,10,25,0, 1400 BLK OF N ST PAUL ST,
,,BL,ASM,2,,,,,,,,E 46TH AVE,N DULUTH CT,N DURHAM CT,COLLECTOR,2,0,25,2, ,
,,,RD,,,,,,,,,W MISSISSIPPI AVE,S PECOS ST,S QUIVAS ST,ARTERIAL,4,10,30,0, ,
,SRd,,,,,,,,,,,S QUEBEC ST,S PARKER RD/LEETSDALE DR/COLI,PRIVATE RD/COLI,ARTERIAL,4,11,35,0, 1000 BLK OF S QUEBEC ST,
,SRd,,,,,,,,,,,S QUEBEC ST,E KENTUCKY AVE,S PARKER RD/LEETSDALE DR/COLI,ARTERIAL,4,12,35,0,  950 BLK OF S QUEBEC ST,
,SRd,,,,,,,,,,,PENA BLVD,RAMP,E 78TH AVE/RAMP,ARTERIAL,3,0,65,2,20800 BLK OF PENA BLVD_WB,
,SWBP,,,,,,,,,,,E ALAMEDA AVE,S DAYTON ST,S GALENA WAY/COLI,ARTERIAL,2,10,40,1, 9700 BLK OF E ALAMEDA AVE_EB,
,SRd,,,,,,,,,,,W 26TH AVE,N VRAIN ST,N VRAIN ST,ARTERIAL,2,10,30,0, 4600 BLK OF W 26TH AVE,
,,S,S,3,,,,,,,,E 1ST AVE,N GAYLORD ST,N UNIVERSITY BLVD/N JOSEPHINE ST,ARTERIAL,3,0,30,2, 2200 BLK OF E 1ST AVE,
,,PPBL,ASM,2,,,,,,,,E 6TH AVENUE PKWY,N FOREST ST,N GLENCOE ST,ARTERIAL,2,0,30,2, 5200 BLK OF E 6TH AVENUE PKWY,
,SRd,BBlvd,C,1,,,,,,,,21ST ST,E 20TH AVE,TREMONT PL/N GRANT ST,LOCAL,2,10,30,1,  350 BLK OF 21ST ST,
,,SWBP,WSw,2,,,,,,,,N HAVANA ST,N FLORENCE WAY,E SMITH RD,ARTERIAL,2,11,40,0, 3150 BLK OF N HAVANA ST,
,SWBP,,,,,,,,,,,E ALAMEDA AVE,E FAIRMOUNT DR,PRIVATE RD,ARTERIAL,2,10,40,1, 8300 BLK OF E ALAMEDA AVE_EB,
,,S,S,1,,,,,,,,W COLFAX AVE,CHEYENNE PL,15TH ST,ARTERIAL,2,0,30,1,   25 BLK OF W COLFAX AVE,
,,PPBL,ASM,3,,,,,,,,N MONACO STREET PKWY,E 33RD AVE,E 35TH AVE,ARTERIAL,2,10,30,1, 3300 BLK OF N MONACO ST_NB,
,,PPBL,ASM,3,,,,,,,,N MONACO STREET PKWY,E 35TH AVE,E 36TH AVE,ARTERIAL,2,10,30,1, 3500 BLK OF N MONACO ST_NB,
,SRd,,,,,,,,,,,PENA BLVD,RAMP,RAMP/STR,ARTERIAL,3,0,65,2,20500 BLK OF PENA BLVD_WB,
,SRd,BL,ASM,2,,,,,,,,N CLERMONT STREET PKWY,E 4TH AVE,E 5TH AVE,LOCAL,2,0,25,2,  400 BLK OF N CLERMONT STREET PKWY,
,SRd,,,,,,,,,,,PENA BLVD,RAMP,E 56TH AVE/STR,ARTERIAL,2,11,65,1, 5400 BLK OF PENA BLVD_EB,
,SRd,,,,,,,,,,,PENA BLVD,PENA CIR,MEDIAN,ARTERIAL,2,0,25,2, 7700 BLK OF PENA BLVD_WB,
,SRd,SWBP,WSw,1,,,,,,,,N DOWNING STREET PKWY,E SPEER BLVD/STR,N DOWNING ST,ARTERIAL,2,10,30,1,  100 BLK OF N DOWNING STREET PKWY,
,SWBP,,,,,,,,,,,E ALAMEDA AVE,S QUEBEC ST,FAIRMOUNT CEMETERY RD,ARTERIAL,2,10,40,1, 7300 BLK OF E ALAMEDA AVE_EB,
,SRd,,,,,,,,,,,N ARGONNE ST,E 46TH AVE,E 47TH DR/PRIVATE RD,COLLECTOR,2,10,25,0, 4600 BLK OF N ARGONNE ST,
,SWBP,,,,,,,,,,,E ALAMEDA AVE,S QUEBEC ST,E FAIRMOUNT DR,ARTERIAL,2,0,40,2, 7300 BLK OF E ALAMEDA AVE,
,SRd,BBlvd,C,3,,,,,,,,S FRANKLIN ST,E YALE AVE,E AMHERST AVE,COLLECTOR,2,10,25,0, 2700 BLK OF S FRANKLIN ST,
,SRd,,,,,,,,,,,N FLORENCE WAY,N HAVANA ST,N HANOVER ST,LOCAL,2,10,25,0, 3100 BLK OF N FLORENCE WAY,
,SRd,,,,,,,,,,,N YOSEMITE WAY,E 4TH PL,E 5TH AVE,ARTERIAL,2,10,25,1,  450 BLK OF N YOSEMITE WAY NB,
,,,LD,,,,,,,,,E MARTIN LUTHER KING JR BLVD,N EMPORIA CT,N ELMIRA ST,ARTERIAL,2,12,25,1, ,
,SWBP,,,,,,,,,,,W ALAMEDA AVE,S CHEROKEE ST,UNPASS,ARTERIAL,4,10,30,0,  300 BLK OF W ALAMEDA AVE,
,,BBlvd,C,2,,,,,,,,N UINTA ST,E 24TH DR,E 25TH DR,LOCAL,2,0,25,0, ,
,SRd,,,,,,,,,,,N YOSEMITE WAY,N DALLAS ST,E 4TH PL,ARTERIAL,2,10,25,1,  200 BLK OF N YOSEMITE WAY NB,
,SRd,,,,,,,,,,,N YOSEMITE WAY,N DALLAS ST,E 4TH PL,ARTERIAL,2,10,25,2,  200 BLK OF N YOSEMITE WAY SB,
,SRd,,,,,,,,,,,N YOSEMITE WAY,N DAYTON ST,N DALLAS ST,ARTERIAL,2,10,25,1,  100 BLK OF N YOSEMITE WAY NB,
,SWBP,BL,LD,2,,,,,,,,W 8TH AVE,RRUNPASS,RRUNPASS,ARTERIAL,2,10,30,0, 1650 BLK OF W 8TH AVE,
,SRd,,,,,,,,,,,PENA BLVD,N TOWER RD/STR,N TOWER RD/STR,ARTERIAL,2,11,65,1, 7200 BLK OF PENA BLVD_EB,
,SRd,,,,,,,,,,,PENA BLVD,PRIVATE RD,E PLAZA CIR/PRIVATE RD,ARTERIAL,8,0,65,2,22800 BLK OF PENA BLVD,
,,SH,ASM,2,,,,,,,,W JEWELL AVE,S BANNOCK ST/RRX,S CHEROKEE ST/RRX,LOCAL,2,10,25,0,  200 BLK OF W JEWELL AVE,
,,S,S,3,,,,,,,,W MISSISSIPPI AVE,RROVPASS,RROVPASS,ARTERIAL,4,10,30,0,  100 BLK OF W MISSISSIPPI AVE,
,SRd,,,,,,,,,,,PENA BLVD,N GUN CLUB RD/STR,RAMP,ARTERIAL,8,0,65,2,23500 BLK OF PENA BLVD_WB,
,SRd,,,,,,,,,,,PENA BLVD,RAMP,GREEN VALLEY RANCH BLVD/STR,ARTERIAL,3,0,65,2, 4400 BLK OF PENA BLVD_WB,
,SRd,,RD,2,,,,,,,,S CHERRY ST,COLI/SPLIT,E MISSISSIPPI AVE/COLI,LOCAL,4,10,25,0, 1050 BLK OF S CHERRY ST,
,SWBP,,,,,,,,,,,22ND ST,WAZEE ST,RRUNPASS,ARTERIAL,4,10,30,2, 1600 BLK OF 22ND ST,
,SRd,,,,,,,,,,,E 26TH AVE,N DAYTON ST/COLI,N EMPORIA ST/COLI,COLLECTOR,2,11,25,0, 9700 BLK OF E 26TH AVE,
,,,C,3,,,,,,,,E 5TH AVE,N EMERSON ST,N OGDEN ST,LOCAL,2,10,25,0,  900 BLK OF E 5TH AVE,
,SRd,,,,,,,,,,,N ZENOBIA ST,W 13TH AVE,W 14TH AVE,LOCAL,2,10,25,0, 1300 BLK OF N ZENOBIA ST,
,,S,S,1,,,,,,,,36TH ST,WALNUT ST,BLAKE ST,LOCAL,2,10,25,0, 1400 BLK OF 36TH ST,
,SRd,,,,,,,,,,,N ADAMS ST,E 14TH AVE,E COLFAX AVE,LOCAL,2,10,25,0, 1400 BLK OF N ADAMS ST,
,,BBlvd,C,1,,,,,,,,E 4TH AVE,N HIGH ST,N RACE CT,LOCAL,2,10,25,0, 1900 BLK OF E 4TH AVE,
,SRd,,,,,,,,,,,W 8TH AVE,N HOOKER ST,N IRVING ST,LOCAL,2,10,25,0, 3200 BLK OF W 8TH AVE,
,SWBP,S,S,1,,,,,,,,N SHERIDAN BLVD,W 48TH AVE/COLI,RAMP,ARTERIAL,4,0,35,0, 4800 BLK OF N SHERIDAN BLVD,
,,S,S,1,,,,,,,,36TH ST,N BRIGHTON BLVD,DELGANY ST,LOCAL,2,10,25,0, 1800 BLK OF 36TH ST,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 43RD AVE,W 43RD AVE,LOCAL,2,10,25,0, 4300 BLK OF N PERRY ST,
,SRd,,,,,,,,,,,S IRVING ST,W ALASKA PL,W VIRGINIA AVE,COLLECTOR,2,10,25,0,  450 BLK OF S IRVING ST,
,,BBlvd,C,1,,,,,,,,E 4TH AVE,N CIRCLE DR,N UNIVERSITY BLVD,LOCAL,2,10,25,0, 2250 BLK OF E 4TH AVE,
,SRd,,,,,,,,,,,E 29TH AVE,N JACKSON ST/N RICHARD ALLEN CT,N HARRISON ST,COLLECTOR,2,11,25,0, 3800 BLK OF E 29TH AVE,
,SRd,BBlvd,C,3,,,,,,,,N ELIOT ST,W 28TH AVE,W 29TH AVE,LOCAL,2,10,25,0, 2800 BLK OF N ELIOT ST,
,,BBlvd,C,3,,,,,,,,N GALAPAGO ST,W 11TH AVE,W 12TH AVE,LOCAL,2,10,25,0, 1100 BLK OF N GALAPAGO ST,
,SRd,BL,RP1,1,,,,,,,,E 12TH AVE,N MADISON ST,N MONROE ST,COLLECTOR,2,10,25,0, 3500 BLK OF E 12TH AVE,
,,SH,ASM,1,,,,,,,,E 11TH AVE,N MARION ST,N LAFAYETTE ST,LOCAL,2,10,25,0, 1300 BLK OF E 11TH AVE,
,SRd,SH,ASM,3,,,,,,,,S ZUNI ST,W CEDAR AVE,W ALAMEDA AVE,LOCAL,2,10,25,0,  200 BLK OF S ZUNI ST,
,SRd,,,,,,,,,,,S JASON ST,W CENTER AVE,W EXPOSITION AVE,COLLECTOR,2,10,30,0,  600 BLK OF S JASON ST,
,,BBlvd,C,1,,,,,,,,W OHIO AVE,S IRVING ST,S KNOX CT,LOCAL,2,10,25,0, 3300 BLK OF W OHIO AVE,
,SRd,BBlvd,C,3,,,,,,,,S STUART ST,W NEVADA PL,W DAKOTA AVE,COLLECTOR,2,10,25,0,  350 BLK OF S STUART ST,
,,BBlvd,C,2,,,,,,,,W 41ST AVE,N GROVE ST,N HOOKER ST,LOCAL,2,10,25,0, 3100 BLK OF W 41ST AVE,
,,BBlvd,C,1,,,,,,,,E 4TH AVE,N DETROIT ST,N FILLMORE ST,LOCAL,2,10,25,0, 2800 BLK OF E 4TH AVE,
,SRd,,,,,,,,,,,S IRVING ST,W WALSH PL,W OHIO AVE,COLLECTOR,2,10,25,0,  750 BLK OF S IRVING ST,
,SRd,BL,PShdr,3,,,,,,,,E SMITH RD,N PONTIAC ST,N POPLAR ST,ARTERIAL,2,10,40,0, 7100 BLK OF E SMITH RD,
,SRd,BBlvd,C,2,,,,,,,,E VIRGINIA AVE,S SHERMAN ST,S GRANT ST,COLLECTOR,2,10,25,0,  200 BLK OF E VIRGINIA AVE,
,,BBlvd,C,3,,,,,,,,N HOLLY ST,E 30TH AVE,E MARTIN LUTHER KING BLVD,LOCAL,2,10,25,0, 3000 BLK OF N HOLLY ST,
,SRd,BL,RD,3,,,,,,,,S YOSEMITE ST,E LEHIGH AVE,E MANSFIELD AVE,ARTERIAL,4,10,35,0, 3800 BLK OF S YOSEMITE ST,
,SRd,BL,RP1,2,,,,,,,,E ILIFF AVE,S MILWAUKEE ST,S SAINT PAUL ST,COLLECTOR,2,10,25,0, 3050 BLK OF E ILIFF AVE,
,SRd,BL,RP1,3,,,,,,,,E EXPOSITION AVE,S UNIVERSITY BLVD/S BONNIE BRAE BLVD,S COLUMBINE ST,COLLECTOR,2,11,25,0, 2400 BLK OF E EXPOSITION AVE,
,SRd,BBlvd,C,2,,,,,,,,E VIRGINIA AVE,S PEARL ST,S WASHINGTON ST,COLLECTOR,2,10,25,0,  600 BLK OF E VIRGINIA AVE,
,SRd,PShdr,PShdr,3,,,,,,,,S BONNIE BRAE BLVD,S CLAYTON WAY,S FILLMORE WAY,COLLECTOR,2,11,25,0, 1000 BLK OF S BONNIE BRAE BLVD,
,,,LD,,,,,,,,,S NAVAJO ST,W BAYAUD AVE,W MAPLE AVE,LOCAL,2,10,25,0,  100 BLK OF S NAVAJO ST,
,SRd,BBlvd,C,2,,,,,,,,E VIRGINIA AVE,S GRANT ST,S LOGAN ST,COLLECTOR,2,10,25,0,  300 BLK OF E VIRGINIA AVE,
,SRd,BL,RP1,1,,,,,,,,E 3RD AVE,N HUMBOLDT ST,N FRANKLIN ST,LOCAL,2,10,25,0, 1500 BLK OF E 3RD AVE,
,SRd,SH,ASM,3,,,,,,,,S IRVING ST,W FLOYD AVE,W FLOYD AVE/COLI,LOCAL,2,10,25,0, 3300 BLK OF S IRVING ST,
,,SH,ASM,3,,,,,,,,N VRAIN ST,W 25TH AVE,W 26TH AVE,LOCAL,2,10,25,0, 2500 BLK OF N VRAIN ST,
,,CT,,,,,,,,,,GREEN VALLEY RANCH BLVD,N ORLEANS ST,N PICADILLY RD/COLI,ARTERIAL,2,14,25,2,,I19
,,CT,,,,,,,,,,GREEN VALLEY RANCH BLVD,N MALAYA ST,N ORLEANS ST,ARTERIAL,2,14,35,2,,I19
,,CT,,,,,,,,,,GREEN VALLEY RANCH BLVD,N KIRK ST,N MALAYA ST,ARTERIAL,2,11,35,2,,I19
,,CT,,,,,,,,,,GREEN VALLEY RANCH BLVD,N JEBEL ST,N KIRK ST,ARTERIAL,2,11,35,2,,I19
,,BBlvd,,,,,,,,,,N HARRISON ST,E 16TH AVE,DENVER ZOO RD/E 17TH AVE,LOCAL,2,10,25,0,,I18
,,BBlvd,,,,Yes,,Paved,0.0560677,,Public Works,S LIPAN ST,RRX,W CUSTER PL,COLLECTOR,2,10,25,0,,I19
,,BBlvd,,,,Yes,,Paved,0.0560677,,Public Works,S LIPAN ST,RRX,W CUSTER PL,COLLECTOR,2,10,25,0,,I19
,,BBlvd,,,,,,,,,,S LIPAN ST,W ALAMEDA AVE,W NEVADA PL,COLLECTOR,2,10,25,0,,I19
,SRd,BBlvd,C,1,,Yes,,Paved,0.06283169,,Public Works,E 12TH AVE,N PONTIAC ST,N POPLAR ST,LOCAL,2,10,25,0, 7100 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.059710610000000004,,Public Works,E 12TH AVE,N OLIVE ST,N PONTIAC ST,LOCAL,2,10,25,0, 7000 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.06410930000000001,,Public Works,E 12TH AVE,N WABASH ST,N WILLOW ST,LOCAL,2,10,25,0, 8500 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.015420950000000001,,Public Works,E 12TH AVE,N QUINCE ST,N QUINCE ST,LOCAL,2,10,25,0, 7350 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.060658500000000004,,Public Works,E 12TH AVE,N VALENTIA ST,N VERBENA ST,LOCAL,2,10,25,0, 8300 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.05875389,,Public Works,E 12TH AVE,N IVY ST,N JERSEY ST,LOCAL,2,10,25,0, 5800 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.027543830000000002,,Public Works,N HOLLY ST,E 12TH AVE,E 12TH AVE,LOCAL,2,10,25,0, 1150 BLK OF N HOLLY ST,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.06066773,,Public Works,E 12TH AVE,N QUEBEC ST,N QUINCE ST,LOCAL,2,10,25,0, 7300 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.06236027,,Public Works,E 12TH AVE,N UINTA ST/PRIVATE RD,N VALENTIA ST,LOCAL,2,10,25,0, 8200 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.06245391,,Public Works,E 12TH AVE,N VERBENA ST,N WABASH ST,LOCAL,2,10,25,0, 8400 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.05215114,,Public Works,E 12TH AVE,N ROSLYN ST,N ROSEMARY ST,LOCAL,2,10,25,0, 7500 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.05858482,,Public Works,E 12TH AVE,N KEARNEY ST,N KRAMERIA ST,LOCAL,2,10,25,0, 6100 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.06273813,,Public Works,E 12TH AVE,N POPLAR ST,N QUEBEC ST,LOCAL,2,10,25,0, 7200 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.05870137,,Public Works,E 12TH AVE,N IVANHOE ST,N IVY ST,LOCAL,2,10,25,0, 5700 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.06357736,,Public Works,E 12TH AVE,N SYRACUSE ST,N SPRUCE ST,LOCAL,2,10,25,0, 7700 BLK OF E 12TH AVE,I18
,SRd,BBlvd,C,1,,Yes,,Paved,0.058653910000000004,,Public Works,E 12TH AVE,N JASMINE ST,N KEARNEY ST,LOCAL,2,10,25,0, 6000 BLK OF E 12TH AVE,I18
,,BBlvd,C,1,,Yes,,Paved,0.06453746,,Public Works,S KNOX CT,W VIRGINIA AVE,W CUSTER PL,LOCAL,2,10,25,0,  500 BLK OF S KNOX CT,I17 BJP
,,BBlvd,C,1,,Yes,,Paved,0.06922448,,Public Works,S KNOX CT,W ADA PL,W KENTUCKY AVE,LOCAL,2,10,25,0,  850 BLK OF S KNOX CT,I17 BJP
,BL,CT,,,,,,,0.12456731,,,S MARION STREET PKWY,E CEDAR AVE,E ALAMEDA AVE,LOCAL,2,10,25,1,  200 BLK OF S MARION STREET PKWY,I19
,BL,BL,,2,2016,No,,Paved,0.0745848,,Public Works,W 44TH AVE,RAMP/STR,N CHEROKEE ST,COLLECTOR,2,12,30,0,  200 BLK OF W 44TH AVE,
,SRd,BL,RP1,3,,,,,,,,W KENTUCKY AVE,S IRVING ST,S KNOX CT,COLLECTOR,2,10,30,0, 3300 BLK OF W KENTUCKY AVE,BJP
,SRd,BL,RP1,3,,,,,,,,W KENTUCKY AVE,S VRAIN ST,MORRISON RD,COLLECTOR,2,10,30,0, 4600 BLK OF W KENTUCKY AVE,BJP
,SRd,BBlvd,C,1,,Yes,,Paved,0.02765188,,Public Works,N COLORADO BLVD,E 12TH AVE,E 12TH AVE,ARTERIAL,6,0,35,0, 1150 BLK OF N COLORADO BLVD,I18
,,CT,,,,,,,0.06572244000000001,,,19TH ST,WAZEE ST,WYNKOOP ST,ARTERIAL,4,10,25,0, 1600 BLK OF 19TH ST,I18
,SRd,S,S,1,,,,,,,,15TH ST,WYNKOOP ST,WEWATTA ST/RRX,ARTERIAL,3,10,25,0, 1700 BLK OF 15TH ST,I19
,SRd,S,S,1,,,,,,,,15TH ST,LITTLE RAVEN ST,STR,ARTERIAL,3,10,30,0, 2100 BLK OF 15TH ST,I19
,BL,BufBL,DES,,,Yes,,Paved,0.08793637,,Public Works,STOUT ST,31ST ST,E 31ST AVE/32ND ST,ARTERIAL,3,10,30,1, 3100 BLK OF STOUT ST,I16
,SH,CT,,,2008,,,Paved,0.05611564,,Public Works,19TH ST,CONNECTING RD,CALIFORNIA ST,ARTERIAL,3,10,25,2,  600 BLK OF 19TH ST,I18
,BufBL,BufBL,NAC,,2016,No,,Paved,0.09103417,,Public Works,CHAMPA ST,26TH ST,27TH ST,ARTERIAL,2,10,30,2, 2600 BLK OF CHAMPA ST,I16
,SRd,BL,RP1,3,,,,,,,,W KENTUCKY AVE,S UTICA ST,S VRAIN ST,COLLECTOR,2,10,30,0, 4500 BLK OF W KENTUCKY AVE,BJP
,SRd,BBlvd,,,,,,,,,,N OGDEN ST,E 14TH AVE,E COLFAX AVE,LOCAL,2,10,25,0, 1400 BLK OF N OGDEN ST,I19
,BL,CT,,,,,,,0.09212211000000001,,,WELTON ST,16TH ST,17TH ST,ARTERIAL,3,11,25,1, 1600 BLK OF WELTON ST,I20
,SRd,PPBL,LD,1,,Yes,,Paved,,,,S LOGAN ST,RAMP/MEDIAN/UNPASS/STR,RAMP/STR,ARTERIAL,1,11,30,2, 1050 BLK OF S LOGAN ST_NB,
,BL,CT,,,,,,,0.1037657,,,N CENTRAL PARK BLVD,E 26TH AVE,E 28TH AVE,ARTERIAL,2,10,25,1, 2600 BLK OF N CENTRAL PARK BLVD_NB,I19
,BL,CT,,,,,,,0.10369963,,,N CENTRAL PARK BLVD,E 26TH AVE,E 28TH AVE,ARTERIAL,2,10,25,2, 2600 BLK OF N CENTRAL PARK BLVD,I19
,BL,CT,,,,,,,0.06019841,,,N CENTRAL PARK BLVD,E 29TH AVE,E 29TH PL,ARTERIAL,2,10,25,1, 2900 BLK OF N CENTRAL PARK BLVD_NB,I19
,SRd,BBlvd,C,1,,,,,,,,N KRAMERIA ST,E 5TH AVE,E 6TH AVENUE PKWY,LOCAL,2,10,25,1,  500 BLK OF N KRAMERIA ST_NB,I20
,BL,CT,,,,,,,0.05704395,,,N CENTRAL PARK BLVD,E 25TH DR,E 26TH AVE,ARTERIAL,4,10,25,2, 2575 BLK OF N CENTRAL PARK BLVD,I19
,BL,CT,,,,,,,0.12524168,,,S MARION STREET PKWY,E ALAMEDA AVE,E DAKOTA AVE,LOCAL,2,10,25,1,  300 BLK OF S MARION STREET PKWY,I19
,BL,CT,,,,,,,0.1248001,,,S MARION STREET PKWY,E DAKOTA AVE,E VIRGINIA AVE/DENVER PARK RD,LOCAL,2,10,25,1,  400 BLK OF S MARION STREET PKWY,I19
,SRd,,,,,,,,,,,N SAINT PAUL ST,E 2ND AVE,E 3RD AVE,LOCAL,2,10,25,0,  200 BLK OF N ST PAUL ST,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 24TH AVE,W BYRON PL,LOCAL,2,10,25,0, 2400 BLK OF N PERRY ST,
,,BL,ASM,2,,,,,,,,E ANDREWS DR,N TITAN CT,N URSULA ST,COLLECTOR,2,0,25,2, ,
,,BBlvd,C,3,,,,,,,,S FOREST ST,E ALAMEDA AVE,E DAKOTA AVE,LOCAL,2,10,25,0,  300 BLK OF S FOREST ST,
,SRd,,,,,,,,,,,N SAINT PAUL ST,E 1ST AVE,E 2ND AVE,LOCAL,2,10,25,0,  100 BLK OF N ST PAUL ST,
,SRd,,RD,2,,,,,,,,S CHERRY ST,LEETSDALE DR,E VIRGINIA AVE,LOCAL,2,0,25,0,  400 BLK OF S CHERRY ST,
,,,NAC,,,,,,,,,E 11TH AVE,N FAIRFAX ST,N FOREST ST,LOCAL,2,10,25,0, 5100 BLK OF E 11TH AVE,
,,BL,ASM,2,,,,,,,,E 46TH AVE,N FONTANA WAY,N FREEPORT WAY,COLLECTOR,2,0,25,2, ,
,,S,S,3,,,,,,,,E 1ST AVE,N DETROIT ST,TRAFFIC SIGNAL BTWN N DETROIT ST AND N MILWAUKEE ST,ARTERIAL,3,0,35,2, 2800 BLK OF E 1ST AVE,
